10	01	2001	Philippe is standing on it
10	02	2001	T&eacute;odor's birthday presents
10	03	2001	The new catalog has arrived
10	04	2001	Who ate my 'shrooms?
10	05	2001	A call to Modemtown
10	08	2001	Someone is at the door
10	09	2001	Achewood ca. 1902
10	10	2001	Bedtime
10	11	2001	Philippe has a Walkman
10	12	2001	Lie Bot
10	15	2001	Philippe's mouth
10	16	2001	The backyard gig
10	17	2001	T&eacute;odor in the chat room
10	18	2001	Guest-starring Lyle
10	19	2001	That's how the Internet works
10	22	2001	Liquor Cabinet Taste Test
10	23	2001	A Curious Therapy
10	24	2001	Lie Bot redux -
10	25	2001	The miniature golf hole
10	26	2001	A discussion on AIDS
10	29	2001	The Web Designer
10	30	2001	Lie Bot's Shoes
10	31	2001	Halloween
11	01	2001	A question of female anatomy
11	02	2001	Sick in bed all day
11	05	2001	Lie Bot, what is the saddest thing
11	06	2001	Ordering a pizza
11	07	2001	Orange creamsicle alcohol drink
11	08	2001	Poker
11	09	2001	Antiques Road Show
11	12	2001	The Humans Show
11	13	2001	He is strange in his sleep
11	14	2001	Todd the Squirrel
11	15	2001	International relations primer
11	16	2001	T&eacute;odor has met a girl!
11	19	2001	Scrabble
11	20	2001	Todd the Squirrel: Prayers
11	21	2001	Todd's new van
11	22	2001	A terrible Thanksgiving
11	23	2001	Closure
11	26	2001	Three's company
11	27	2001	Replacement Characters
11	28	2001	Kisses
11	29	2001	Penny_in_a_fountain
11	30	2001	Starting the old car
12	03	2001	I'm deformed
12	04	2001	Silk Robe
12	05	2001	A change of operating systems
12	06	2001	Todd; open mic nite
12	07	2001	Cutlery ads; bourbon
12	10	2001	Bloopers and outtakes
12	11	2001	Dreams of good people
12	12	2001	I am too drunk to drive
12	13	2001	Gearbox Symphony
12	14	2001	An issue of cussing
12	17	2001	Mousse/She's getting closer
12	18	2001	A dangerously good haircut
12	19	2001	Waiting for Penny
12	20	2001	Lyle's pensive morning moment
12	21	2001	YOUR&nbsp;&nbsp;OLD&nbsp;&nbsp;FRIEND&nbsp;&nbsp;BLISTER
12	24	2001	The Afterlife
12	25	2001	Merry Christmas With Teodor
12	26	2001	The unfinished strip
12	27	2001	Belated Christmas strip
12	28	2001	Old home movies
12	31	2001	New Years' Eve with Mr. Bear
01	02	2002	I Love My Fat Son
01	03	2002	There is a snake in the yard
01	04	2002	Hand-held fan
01	07	2002	We attempt a knock-knock joke!
01	08	2002	Kung Foo
01	09	2002	Van Practice
01	10	2002	The dirtiest dudes in town
01	11	2002	Chillin' by the window
01	14	2002	Dirty-talk montage
01	15	2002	At Ray's crib
01	16	2002	Ketel One
01	17	2002	T&eacute;odor's dream
01	18	2002	Cutting Room Floor #1
01	21	2002	Mr. Smuckles is missing
01	22	2002	Brain practice
01	23	2002	The terrible fear
01	24	2002	Man, it was a only vasectomy
01	25	2002	Hey, you're the best!
01	28	2002	We're into education now.
01	29	2002	Philippe's mom phones
01	30	2002	Political cartoonists are all hacks
01	31	2002	Ray's problem in the kitchen
02	01	2002	Todd's natural enemy
02	04	2002	french fry
02	05	2002	french fry - big dreams
02	06	2002	french fry - more dreams
02	07	2002	french fry - new pants
02	08	2002	french fry - aid
02	11	2002	Color Monday!
02	12	2002	Ordering pizza in English
02	13	2002	Pork Chops
02	14	2002	Today was a re-run.
02	15	2002	An ad
02	19	2002	Lie Bot: Civic Infrastructure
02	20	2002	eBay shopper: Let's Slam!
02	21	2002	Neatest person in Heaven
02	22	2002	Who will yell at God
02	25	2002	Lie Bot in the garage
02	26	2002	...Boned?
02	27	2002	Pat is mad with Ray
02	28	2002	Lyle is not impressed with Todd's saxophone music
03	01	2002	Tina's Birthday
03	04	2002	Todd's theft from Ray
03	05	2002	A glimpse inside Ray's Place
03	06	2002	A fee!
03	07	2002	Todd's theft / the baby clothes
03	08	2002	Hell Yes I'm telling you about some Latin shit!
03	11	2002	Is it a lie? Or is it an ass?
03	12	2002	The Party: Day I
03	13	2002	The Party: Day II
03	14	2002	The Party: Day III
03	15	2002	The Party: Day IV
03	18	2002	The Party: Day V
03	19	2002	The Party: Day VI
03	20	2002	The Party: Day VII
03	21	2002	The Party: Day VIII
03	22	2002	The Party: Day IX
03	25	2002	The Party: Day X
03	26	2002	The Party: Day XI
03	27	2002	The Party: Day XII: Names
03	28	2002	The Party: Day XIII: Dancing
03	29	2002	The Party: Day XIV: Lie Bot's Friends
04	01	2002	The Party: Day XV
04	02	2002	The Party: Day XVI: Vlad
04	03	2002	The Party: Day XVII: Hope Springs Eternal
04	04	2002	The Party: Day XVIII: Little Nephew
04	05	2002	The Party: Day XIX: Chucklebot News
04	08	2002	The Party: Day XX: man-to-man
04	09	2002	The Party: Day XXI: Things are coming to a head
04	10	2002	The Party: Day XXII: No is Philippe. Is Vlad.
04	11	2002	Until you are SO nude
04	12	2002	The Party: Day XXIV: Blood Beagle
04	15	2002	The Party: Day XXV: Todd is Faded
04	16	2002	The Party: Day XXVI: Closing up
04	17	2002	NO MORE PARTY NOW ONLY HANGOVER
04	18	2002	Yelling at Ray
04	19	2002	Tapes from Philippe's Mom
04	22	2002	Roast Beef's Birthday
04	23	2002	Kicking the Basketball
04	24	2002	Ray and the Motorcycle
04	25	2002	En Espanol
04	26	2002	Auf Deutsch
04	29	2002	Todd's License Plate Frame
05	01	2002	Shove it!
05	02	2002	A Lie Bot strip
05	03	2002	Chatting with a friend
05	06	2002	Sports News
05	07	2002	Breakfast in Bed
05	08	2002	Computer Programming
05	09	2002	The Startup Company: Day II
05	10	2002	The Startup Company: cold-calls
05	13	2002	The GUI
05	14	2002	Ray as the unwitting QA director
05	15	2002	Workplace tendencies
05	16	2002	Porno
05	17	2002	No Porno! Wait. Some Porno.
05	20	2002	In Debt
05	21	2002	Only one way out...
05	22	2002	Who the hell is that
05	23	2002	We'll answer that question tomorrow
05	28	2002	Lyle's new video game
05	29	2002	The Making Of
05	30	2002	If I Owned a Bottle
05	31	2002	Follow Me
06	03	2002	Your teeth seem sharp
06	04	2002	Pat's Hat
06	05	2002	EVERYONE HAT
06	06	2002	Bad Chimichangas
06	07	2002	Hat week draws to a close
06	10	2002	Philippe's New Shoes
06	11	2002	Roast Beef is Handsome
06	12	2002	Many Opinions on Water
06	13	2002	Geometry
06	14	2002	Birthday party for Onstad
06	17	2002	Ray's Brew Pub
06	20	2002	The Rocket Ship
06	21	2002	Approaching Moon
06	24	2002	Approaching Moon even closer
06	25	2002	Roast Beef on the Moon
06	26	2002	Roast Beef Sometimes
06	27	2002	Ray's Soliloquy
06	28	2002	A simple question of rad
07	08	2002	Deep Space Transmission
07	09	2002	Maybe this scheme?
07	10	2002	Sandwich Humour
07	11	2002	I saw your junk and liked it
07	12	2002	Re-install the app in Safe Mode
07	15	2002	Book Week Begins!
07	17	2002	Two strips today! Both with Vlad.
07	18	2002	Variation on a special theme
07	22	2002	Book Week Continues!
07	23	2002	Now what's with all this Billy Idol
07	24	2002	You can't just call it a bicycle
07	26	2002	DID YOU THINK I'D STOP AT "RAD CHILIES?"
07	29	2002	Meeting Tina
08	01	2002	There Is Always Something There/It's My Mom
08	02	2002	Thick As A Brick
08	05	2002	Cussing redux
08	06	2002	College #
08	07	2002	I actually got one of these between some pancakes once
08	08	2002	Someone at the door II
08	09	2002	Letters from the Earth
08	12	2002	The Self-Dramatic Otter
08	13	2002	More Frenchin'
08	14	2002	Philippe's Nightmare Night
08	15	2002	Wakin' up with Chucklebot
08	16	2002	cyber punk
08	19	2002	I am wissin'
08	20	2002	The "Walk the Walk, Talk the Talk" Guidebook Series
08	21	2002	Captain Beefheart Flashes Back
08	22	2002	Walk the Walk, Talk the Talk day II
08	23	2002	Really stepping in shit with the Guidebook
09	09	2002	We lookin' at hella porno
09	10	2002	The Materials We Discussed
09	11	2002	You just gonna lie to me
09	12	2002	Cheers
09	13	2002	Beef gets bent
09	16	2002	Gunshy
09	17	2002	Out of the O.R.
09	18	2002	Consoled by Philippe
09	19	2002	Under Philippe's Wing
09	20	2002	ALL U WANT
09	23	2002	Code Levels of Dating Beef
09	25	2002	Heated Up Mary
09	26	2002	Self-Tempering Fat
09	27	2002	Ray cuts own hand
09	30	2002	Fonts
10	01	2002	The Ad Agency, Day 2
10	02	2002	Flower Lesson
10	03	2002	Aberlour
10	04	2002	Pat Reynolds
10	07	2002	Philippe and the Flower
10	08	2002	Bachelor Party
10	09	2002	The Todd Account - a Setback
10	10	2002	Philippe's Wedding Day
10	11	2002	The Terrible Cycle
10	14	2002	Cost cutting
10	15	2002	'Til death do us part
10	16	2002	Why Didn't You Come Into Work Today
10	18	2002	Sangria
10	21	2002	Jeopardy!
10	22	2002	Impulsive Shirt Orderer
10	23	2002	Chinese Water Torture
10	24	2002	Eye trick
10	25	2002	Boston Market
10	28	2002	Package for Philippe!
10	29	2002	Cop Chat
10	31	2002	ULTRA PEANUT
11	01	2002	what the HELL ultra peanut
11	04	2002	Ray and the Piano
11	05	2002	Piano Prodigy
11	06	2002	The Demo And The Damage Done
11	07	2002	Record Contract
11	08	2002	In Ray's Shadow
11	11	2002	With Ultra Peanut
11	12	2002	Todd's Gift of Hi-Five
11	14	2002	Ray's Music Video
11	15	2002	Beef's Video Rewrite
11	18	2002	ASS IN YOUR PANTS
11	19	2002	Skyrocketing up the charts
11	20	2002	The Sony AIBO
11	21	2002	Going Multi-Platinum
11	22	2002	Party For Ray
11	25	2002	'65 Ford Galaxie
11	26	2002	HELLO AMERICA
11	27	2002	Stand on it Agnes
12	02	2002	Beef's Real Name
12	04	2002	Click Robot
12	05	2002	You Make Me Do It In My Pants :(
12	09	2002	The Peppermint Honcho
12	10	2002	Coconut Rum
12	11	2002	McDonald's / Dancin' Santa
12	13	2002	Camping
12	16	2002	Haunches
12	17	2002	DISK ONE OF SIX
12	19	2002	Dirty Bills
12	20	2002	Showbiz
12	23	2002	JOE STRUMMER HAS DIED
12	24	2002	Christmas Eve with Ray
12	30	2002	Catching Up With Showbiz
12	31	2002	Madison
01	02	2003	Subway
01	03	2003	Wall Of Tough Guys
01	07	2003	A Dude's Stew
01	08	2003	Philippe is Fat
01	09	2003	The Devil's Drink Book
01	10	2003	Hi Grandma!
01	13	2003	Fancy French Restaurant
01	14	2003	Rockford Fosgate
01	16	2003	Goodbye Showbiz
01	17	2003	Jared Is Not Tough
01	21	2003	How Else Can Jared Die
01	22	2003	Slim Jim
01	23	2003	Disguises
01	27	2003	Notorious L.I.N.C.O.L.N.
01	28	2003	Motel Hangover
01	29	2003	Blue Nun Widemouths
01	30	2003	Turd Murder
01	31	2003	Hangover Therapy
02	04	2003	Asleep Style
02	05	2003	Salad Dressing Chandelier
02	06	2003	Some Subway Would Punish
02	07	2003	Six Kinds of Nasty
02	10	2003	Cookbook Preview
02	11	2003	Arms and Backs
02	13	2003	Pat's Message Board
02	14	2003	Pat and Daedalus_X
02	17	2003	Death Limo
02	18	2003	T&eacute;odor's Boat
02	19	2003	Socks In The Bed
02	20	2003	Klansman Subway
02	21	2003	Matchstick Doodie
02	24	2003	Death Boat
02	25	2003	Ku Klux Messagebard
02	26	2003	Stolen Boat
02	27	2003	Todd's Taxes
03	03	2003	Howardt Stern Show
03	04	2003	Pat's Anger
03	05	2003	Roast Beef in Heaven
03	06	2003	Lung Brothers
03	07	2003	Drunk in Heaven
03	10	2003	Dance Java Dance
03	11	2003	Will You Be My Girlfriend Molly
03	12	2003	Dinner Date
03	13	2003	Rooster Bake
03	14	2003	Roasted-up Ding Dong
03	17	2003	The Jade Ding Dong
03	18	2003	The Six Hundred Dollar Man
03	19	2003	Roast Beef's First Kiss
03	20	2003	The Marlboro Stinger
03	21	2003	Receipt From Heaven
03	24	2003	Guest artist: James Kochalka
03	25	2003	Guest artist: K. Thor Jensen
03	26	2003	Guest artist: Sam Henderson
03	27	2003	Guest artist: Jeff Rowland
03	28	2003	Guest artist: John Allison
03	31	2003	Guest artist: Drew Weing
04	01	2003	Guest Artist: drew
04	02	2003	Guest Artist: Anonymous
04	03	2003	Nice Pete
04	04	2003	What are you in for Nice Pete
04	07	2003	Nice Pete's Raisin Schnapps
04	08	2003	Murder, Explained
04	09	2003	Killing is Like Basketball
04	10	2003	Visitation Hours
04	14	2003	The First Piece of Porno
04	15	2003	The Devils of Monte Carlo
04	16	2003	Gilmore Girls
04	17	2003	Nice Pete Figures Ray Out
04	18	2003	Vlad Figures Pat Out
04	23	2003	The Mile High Club
04	24	2003	Mantonio
04	25	2003	Wetting The Bed Forever
04	28	2003	Philippe's Prayers
04	29	2003	Mehr Deutsch
04	30	2003	Doin' the Robot
05	02	2003	Fuck Algebra
05	05	2003	Baby Just Come Clean
05	06	2003	His Bozack is Flayed
05	07	2003	Rhymedown 2003
05	08	2003	Ten Million Kids In Fedoras
05	09	2003	Chompin' Mignon on Bellagio Lake
05	12	2003	We TALKED about this!
05	13	2003	Oregon Tail
05	14	2003	Hiram the Blacksmith
05	16	2003	Lyle and Hiram
05	19	2003	Hiram's Codebase
05	20	2003	Marmaduke
05	22	2003	Laying into Garfield
05	23	2003	Cathy
05	26	2003	Scary Go Round guest strip
05	27	2003	The Dachshund Whisperer
05	28	2003	Suckin' Dick - rerun
05	29	2003	Recipe of the Month Club
05	30	2003	A re-run: Lie Bot's Ass
06	02	2003	Lie Bot: Saddest Thing: redux
06	03	2003	Hyddyn Sceptyre
06	04	2003	Wednesday Repeat: November 15, 2002
06	05	2003	Mr. Bear's Blog
06	06	2003	If It's Yellow Let it Mellow
06	09	2003	Ray's Rolex
06	10	2003	Garrison Keillor / Tony Robbins
06	11	2003	Repeat of January 30, 2003
06	12	2003	A Frank Conversation on Pornography.
06	13	2003	I take the birthday off.
06	16	2003	Beef Missed My Birthday
06	17	2003	Beef's Green Card Wedding
06	19	2003	Angry Little Plum
06	20	2003	Nightlife Mingus
06	23	2003	Golfing With Nightlife
06	24	2003	Beef Smokes Weed
06	26	2003	Beef is high, steals golf cart
06	27	2003	runaway golf cart
06	30	2003	Molly McSweeney
07	01	2003	Artificial Japanese Liver
07	03	2003	Long Condoms
07	04	2003	European Vacation 1
07	07	2003	Uses for a Large Condom
07	08	2003	Martha Stewart's condom tips
07	10	2003	Philippe / Mozart / Honey Peanuts
07	11	2003	Teodor's New Dance Move
07	14	2003	Lyle Wins Oasis
07	15	2003	Oasis Is Working In The Yard
07	17	2003	Philippe at Berlin McDonald's
07	18	2003	Oasis In The Shower
07	21	2003	Ray Quits The Advice Biz
07	22	2003	Ray Rhymes About the Internet
07	24	2003	Ray's Advice Column - LIVE!
07	28	2003	Straight Eye for the Beef Guy
07	30	2003	Beef Tshirt Expose Etc
08	01	2003	Hair In Ray's Nachos
08	04	2003	beef makeover tshirt etc
08	06	2003	Vlad and Roast Beef's Window
08	11	2003	Beef's Microsoft Word Ad
08	13	2003	Weezer / iMac
08	14	2003	Neapolitan Shooter Teaser
08	15	2003	The Dick Molecule
08	18	2003	Beef's "Me" Day
08	20	2003	Ray's Time Machine.
08	21	2003	Santa's Dad
08	22	2003	Dressing Like Twain
08	25	2003	Spring Loaded Wooden Dog
08	26	2003	Cornelius Bear's Diary Entry
08	27	2003	The Trouble With Ray's Entertainment Center
08	28	2003	The Dumbwaiter Redux
08	29	2003	The Unwilling Voyeur
09	02	2003	Beef the Cocaine Genius
09	03	2003	The Taint is often called the Impossible Mile
09	04	2003	Mark Twain and James Bond
09	09	2003	Your Porno Name
09	10	2003	Ketel One, Eminem, Twain Invents the Internet
09	11	2003	Coming Home / Clues
09	12	2003	Hot Lunches
09	15	2003	Carl: A Fallen Friend
09	16	2003	Anarchist's Cookbook
09	17	2003	Kmart, Lyle, and Viet Nam
09	18	2003	Don't Thank Me, Thank Anarchy
09	19	2003	Electrocuting Pat's Dick
09	22	2003	Pat's Dick is Electrocuted
09	23	2003	Pat's Answering Machine
09	24	2003	Nice Pat
09	25	2003	Hollandaise the Bunny
09	26	2003	Pat Guthrie
09	29	2003	Pat's Stadium Event / The Sexual Homeboys
09	30	2003	Calling D'Shawn
10	01	2003	Second Anniversary
10	02	2003	Vegetable Brain the Comedian
10	03	2003	Joy Buzzer
10	06	2003	Day Tripper Intro
10	07	2003	Animalicious
10	08	2003	Animalicious on Acid
10	09	2003	Pat's Back
10	10	2003	Lore Day One
10	13	2003	Beef's Dream of Corpulence
10	14	2003	Little Nephew's Hip-Hop Pants
10	15	2003	Laszlo's Open Mic / Roast Beef
10	16	2003	Beef's Internet is Down
10	17	2003	Chicken Allergy / Bubble Boy
10	20	2003	The puberty machine has soft rubber heads
10	21	2003	The Eye Beneath the Nacho
10	22	2003	Nice Pete's PowerPoint Presentation
10	23	2003	Human Foot in a Salad (w/Champion Short Sock)
10	24	2003	Nice Pete's Joke
10	27	2003	Mom-mom had a big old weepin' eye that never closed
10	28	2003	Japanese Interests
10	29	2003	T&eacute;odor's father
10	30	2003	Oh No I Grew Pubics
10	31	2003	Philippe Bumble-Bee Boo
11	03	2003	Super-Secret Ice Cream Parlor
11	04	2003	Mini Cooper / Laphroaig
11	05	2003	Arthur from Support Group
11	06	2003	On the way to the Secret Ice Cream Parlor
11	07	2003	Drip Drop Drip Drop
11	10	2003	Threadville
11	11	2003	Nice Pete's Lullaby
11	12	2003	Inside the Super-Secret Ice Cream Shop
11	13	2003	Gelati
11	14	2003	Escape from the ice cream shop
11	17	2003	Philippe's Escape
11	18	2003	Omega Tetris
11	21	2003	Deer in the Headlights
11	24	2003	BLAM
11	25	2003	Tori Amos
12	01	2003	Hell's Car: Subaru Brat
12	02	2003	The Lonesomest Car in Hell
12	03	2003	Robert Johnson at the Best Western in Hell
12	04	2003	Brookside Lounge, Best Western, Hell
12	05	2003	Robert Johnson Ocular Shenanigans
12	08	2003	Drunk As a Lord in Hell
12	09	2003	Talking Wallpaper
12	10	2003	Butterball Hotline
12	11	2003	Butterball Hell Line
12	12	2003	Beef and the Hell Phone
12	15	2003	Philippe Buys Piano Music!
12	16	2003	Beef Finds Ray in Hell
12	17	2003	There is Balm in Gilead
12	18	2003	Shut the hell up *dick*
12	19	2003	Denise Are You Crappin'
12	22	2003	Meeting Todd in Hell
12	23	2003	Friendly's Hell Riddle
12	24	2003	Christmas Eve with Ray redux
12	25	2003	guest strip: John Allison / scarygoround.com
12	26	2003	Guest Strip by Andrice Arp / www.hi-horse.com
12	29	2003	Guest Strip by Jesse Reklaw
12	30	2003	Guest Strip by Jeff Rowland / Wigu.com
12	31	2003	Guest Strip by K. Thor Jensen
01	01	2004	Guest Strip: Jeff Roysdon
01	02	2004	Guest strip by Drew Weing
01	05	2004	Keep on Rockin' Roast Beef
01	06	2004	Three Riddles Home From Hell
01	07	2004	Philippe and the Crab's Soul
01	08	2004	Personals Peepee
01	09	2004	Ray's Personal Ad / Low Shenanigan
01	12	2004	The Roomba Robot Vacuum
01	13	2004	The Yahoo Ham Hack
01	14	2004	Honking Bus, Rusty Bikes
01	15	2004	The Pepperidge Farm Man
01	16	2004	Roast Beef Self-Origami
01	19	2004	Two Roombas / Star Wars
01	20	2004	Roomba Cinema
01	21	2004	Barry Bass and His Marriage
01	22	2004	Barry's a Complainer
01	23	2004	Barry Bass at Beef's House
01	26	2004	Like it or not, you like it
01	27	2004	Kissin' Molly Ringwald on the Titties
01	28	2004	Neiman Marcus
01	29	2004	Philippe 4 Prez
01	30	2004	Mr. Poopytime
02	02	2004	Philippe, The Candidate, is Five
02	03	2004	Ray's Old Videos
02	04	2004	TIM SIMMONS
02	05	2004	Todd's KISS Tattoo
02	06	2004	Bitches Gotta Take They Cunt Pills
02	09	2004	Rerun: January 27, 2003
02	10	2004	Todd's Unfortunate Background
02	11	2004	The Finding Nemo Party
02	12	2004	A Phone Call to Drabble
02	13	2004	Ray's Guitar Hobby
02	17	2004	John J. Rambo
02	18	2004	Beef Gets a Shirt from Molly
02	19	2004	Sex Limo/Spongebob
02	23	2004	Ray's Hemorrhoid
02	24	2004	Raymo Smookels
02	25	2004	Vlad's Problem With Andy
02	27	2004	Homosexuals The Gorilla
03	01	2004	Storyline Revisited: November 4, 2002
03	02	2004	Piano Prodigy
03	03	2004	Lazarus the Business Loafer
03	04	2004	Lazarus the Business Shoe
03	05	2004	Renal Failure
03	08	2004	Pussy Booger
03	09	2004	Timmy the Stem Cell
03	10	2004	Only liberals like The Cure
03	11	2004	Leopold, Brother of Lazarus, Son of Lucien
03	12	2004	Leopold's Story
03	15	2004	Leopold and Lazarus Mad Shoe Confrontation
03	16	2004	Ray is a Blubbering Animal
03	17	2004	Frankenstein
03	18	2004	Euro Trip 2
03	19	2004	Bruichladdich Tasting
03	22	2004	Currywurst
03	23	2004	Berlin Sex Museum
03	24	2004	Philippe Imagines Himself Into Death
03	25	2004	Doin' Berlin Ray-Style
03	26	2004	Homeless and Penniless in Berlin
03	28	2004	Ray's Newspaper Suit
03	30	2004	Ray's Perpetual Motion Device
03	31	2004	The Lambda Manifesto
04	01	2004	John and Deanster
04	05	2004	Philippe in Edinburgh
04	06	2004	Philippe and the Hibbies
04	07	2004	Philippe in York
04	08	2004	Philippe: London day One
04	12	2004	Rerun of Feb 27, 2003
04	13	2004	Reprint of January 7, 2003
04	14	2004	Marijuana Phone Booth
04	15	2004	Losing it in A-minor
04	19	2004	Ray Smells Like Farted-In Vinegar
04	20	2004	The Hangover Ham
04	21	2004	Whale Music
04	22	2004	Dunk Oil
04	23	2004	Leaving Germany
04	26	2004	Mr. Bear - Harlequin Romance Novelist
04	27	2004	Ray's Romance Novel by Rick Dorado
04	28	2004	Todd's Romantic Audio-Book
04	29	2004	Spy-Ware
04	30	2004	Baba O'Riley
05	03	2004	The Isosceles Lock
05	04	2004	Gusano Rojo
05	05	2004	The Adult Film Industry
05	06	2004	Tuck Me In Jack Daniels
05	07	2004	Peter and the Wolf
05	10	2004	Chris Isaak Appreciation Club
05	11	2004	Ray Quits Smoking
05	12	2004	Lyle Builds Philippe's Dream Car
05	13	2004	Onstad's First Foray Into Comics
05	14	2004	Return of Chucklebot
05	17	2004	Roomba Cinema: Wrath of Khan
05	18	2004	Microsoft Word
05	19	2004	Pinewood Derby
05	20	2004	Yo Mama's So Fat
05	21	2004	Friends Season Finale
05	24	2004	Computer Science/Dennis Quaid
05	25	2004	Dennis Quaid Memorabilia
05	26	2004	Uncle Culpepper Comes to Visit
05	27	2004	Pregnant F/X
